movieId,title,genres,naver_url,img_url
1913,Picnic at Hanging Rock (1975),Drama|Mystery,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175138,https://movie-phinf.pstatic.net/20180509_225/1525856101547QWdQz_JPEG/movie_image.jpg?type=m203_290_2
1914,Smoke Signals (1998),Comedy|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=116288,https://movie-phinf.pstatic.net/20130923_45/1379924135024d7a6I_JPEG/movie_image.jpg?type=m203_290_2
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25641,https://movie-phinf.pstatic.net/20111222_121/1324496199499Nb6vz_JPEG/movie_image.jpg?type=m203_290_2
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19147,https://movie-phinf.pstatic.net/20111222_139/13245424333405KkAm_JPEG/movie_image.jpg?type=m203_290_2
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19315,0
1919,Madeline (1998),Children|Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120726,0
1920,Small Soldiers (1998),Animation|Children|Fantasy|War,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24708,https://movie-phinf.pstatic.net/20111222_94/1324543352982xj338_JPEG/movie_image.jpg?type=m203_290_2
1921,Pi (1998),Drama|Sci-Fi|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=89630,https://movie-phinf.pstatic.net/20120911_264/1347339434215b6Fi9_JPEG/movie_image.jpg?type=m203_290_2
1922,Whatever (1998),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51816,https://movie-phinf.pstatic.net/20111222_173/13245341403461yjXN_JPEG/movie_image.jpg?type=m203_290_2
1923,There's Something About Mary (1998),Comedy|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19334,0
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31221,https://movie-phinf.pstatic.net/20111223_286/13245786676499FbuH_JPEG/movie_image.jpg?type=m203_290_2
1926,"Broadway Melody, The (1929)",Musical,0,0
1927,All Quiet on the Western Front (1930),Action|Drama|War,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10361,https://movie-phinf.pstatic.net/20111222_2/1324489873891MiQ0X_JPEG/movie_image.jpg?type=m203_290_2
1928,Cimarron (1931),Drama|Western,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29966,https://movie-phinf.pstatic.net/20111223_166/13246140392406bAas_JPEG/movie_image.jpg?type=m203_290_2
1929,Grand Hotel (1932),Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113448,https://movie-phinf.pstatic.net/20130802_279/137542604079107sTH_JPEG/movie_image.jpg?type=m203_290_2
1931,Mutiny on the Bounty (1935),Adventure|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10823,https://movie-phinf.pstatic.net/20111222_282/1324488634047y4xaH_JPEG/movie_image.jpg?type=m203_290_2
1932,"Great Ziegfeld, The (1936)",Drama|Musical,0,0
1933,"Life of Emile Zola, The (1937)",Drama,0,0
1934,You Can't Take It with You (1938),Comedy|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10511,https://movie-phinf.pstatic.net/20111221_271/13244650529470aDma_JPEG/movie_image.jpg?type=m203_290_2
1936,Mrs. Miniver (1942),Drama|War,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10288,https://movie-phinf.pstatic.net/20111221_257/1324456438911dLVt6_JPEG/movie_image.jpg?type=m203_290_2
1937,Going My Way (1944),Comedy|Drama|Musical,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10254,https://movie-phinf.pstatic.net/20111222_100/1324492973436M7taL_JPEG/movie_image.jpg?type=m203_290_2
1938,"Lost Weekend, The (1945)",Drama,0,0
1939,"Best Years of Our Lives, The (1946)",Drama|War,0,0
1940,Gentleman's Agreement (1947),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24090,https://movie-phinf.pstatic.net/20111221_167/1324465398122lrb3Q_JPEG/movie_image.jpg?type=m203_290_2
1941,Hamlet (1948),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=155412,https://movie-phinf.pstatic.net/20190212_259/1549957789506GtJdK_JPEG/movie_image.jpg?type=m203_290_2
1942,All the King's Men (1949),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=61624,https://movie-phinf.pstatic.net/20111222_243/1324487192380UeuPg_JPEG/movie_image.jpg?type=m203_290_2
1944,From Here to Eternity (1953),Drama|Romance|War,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154328,https://movie-phinf.pstatic.net/20181121_92/1542786635774nOP3d_JPEG/movie_image.jpg?type=m203_290_2
1945,On the Waterfront (1954),Crime|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12277,https://movie-phinf.pstatic.net/20111221_110/1324455041023GLljP_JPEG/movie_image.jpg?type=m203_290_2
1946,Marty (1955),Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149445,https://movie-phinf.pstatic.net/20160928_80/1475040610182Q4bVv_JPEG/movie_image.jpg?type=m203_290_2
1947,West Side Story (1961),Drama|Musical|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180429,https://movie-phinf.pstatic.net/20190619_230/1560906381848OI5wV_JPEG/movie_image.jpg?type=m203_290_2
1948,Tom Jones (1963),Adventure|Comedy|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=126875,0
1949,"Man for All Seasons, A (1966)",Drama,0,0
1950,In the Heat of the Night (1967),Drama|Mystery,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14935,https://movie-phinf.pstatic.net/20111221_142/1324449265720fttBc_JPEG/movie_image.jpg?type=m203_290_2
1951,Oliver! (1968),Drama|Musical,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10462,https://movie-phinf.pstatic.net/20111222_187/1324556515511PTevY_JPEG/movie_image.jpg?type=m203_290_2
1952,Midnight Cowboy (1969),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10272,https://movie-phinf.pstatic.net/20111222_92/1324539566188XQkLU_JPEG/movie_image.jpg?type=m203_290_2
1953,"French Connection, The (1971)",Action|Crime|Thriller,0,0
1954,Rocky (1976),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62556,https://movie-phinf.pstatic.net/20111222_214/1324529918798NDmtX_JPEG/movie_image.jpg?type=m203_290_2
1955,Kramer vs. Kramer (1979),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10629,https://movie-phinf.pstatic.net/20111223_163/1324582538105I9Kn6_JPEG/movie_image.jpg?type=m203_290_2
1956,Ordinary People (1980),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123678,https://movie-phinf.pstatic.net/20161223_121/1482468767947Mk1JS_JPEG/movie_image.jpg?type=m203_290_2
1957,Chariots of Fire (1981),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10293,https://movie-phinf.pstatic.net/20160523_174/1463971898979zD2oX_JPEG/movie_image.jpg?type=m203_290_2
1958,Terms of Endearment (1983),Comedy|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10143,https://movie-phinf.pstatic.net/20111212_160/1323670825652JMnIq_JPEG/movie_image.jpg?type=m203_290_2
1959,Out of Africa (1985),Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10107,https://movie-phinf.pstatic.net/20111221_12/1324453662495y8W7Y_JPEG/movie_image.jpg?type=m203_290_2
1960,"Last Emperor, The (1987)",Drama,0,0
1961,Rain Man (1988),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10238,https://movie-phinf.pstatic.net/20111221_132/1324470985178r9rhl_JPEG/movie_image.jpg?type=m203_290_2
1962,Driving Miss Daisy (1989),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10410,https://movie-phinf.pstatic.net/20180821_155/15348418974856yrPm_JPEG/movie_image.jpg?type=m203_290_2
1963,Take the Money and Run (1969),Comedy|Crime,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12138,https://movie-phinf.pstatic.net/20111221_246/1324478759747qScSv_JPEG/movie_image.jpg?type=m203_290_2
1964,Klute (1971),Drama|Mystery,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12500,https://movie-phinf.pstatic.net/20111221_97/1324456453193WT25R_JPEG/movie_image.jpg?type=m203_290_2
1965,Repo Man (1984),Comedy|Sci-Fi,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14758,https://movie-phinf.pstatic.net/20111221_12/1324450480765rhyHT_JPEG/movie_image.jpg?type=m203_290_2
1966,Metropolitan (1990),Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73283,https://movie-phinf.pstatic.net/20111223_87/132462146774547aB8_JPEG/movie_image.jpg?type=m203_290_2
1967,Labyrinth (1986),Adventure|Fantasy|Musical,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39485,https://movie-phinf.pstatic.net/20111221_181/13244593723275v0J0_JPEG/movie_image.jpg?type=m203_290_2
1968,"Breakfast Club, The (1985)",Comedy|Drama,0,0
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,0,0
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10736,https://movie-phinf.pstatic.net/20111222_143/1324504034513L8mru_JPEG/movie_image.jpg?type=m203_290_2
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10737,https://movie-phinf.pstatic.net/20140529_263/1401360521625PMGOA_JPEG/movie_image.jpg?type=m203_290_2
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,0,0
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10739,https://movie-phinf.pstatic.net/20111223_44/1324607519785HBJHz_JPEG/movie_image.jpg?type=m203_290_2
1974,Friday the 13th (1980),Horror|Mystery|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49857,https://movie-phinf.pstatic.net/20111222_264/13245559682452OEgx_JPEG/movie_image.jpg?type=m203_290_2
1975,Friday the 13th Part 2 (1981),Horror,0,0
1976,Friday the 13th Part 3: 3D (1982),Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10188,https://movie-phinf.pstatic.net/20111221_56/1324457309448UtJKI_JPEG/movie_image.jpg?type=m203_290_2
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,0,0
1978,Friday the 13th Part V: A New Beginning (1985),Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=15466,https://movie-phinf.pstatic.net/20111221_204/1324470283888IxrPb_JPEG/movie_image.jpg?type=m203_290_2
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,0,0
1980,Friday the 13th Part VII: The New Blood (1988),Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=15465,https://movie-phinf.pstatic.net/20111221_35/1324473397995wCYcj_JPEG/movie_image.jpg?type=m203_290_2
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=15466,https://movie-phinf.pstatic.net/20111221_204/1324470283888IxrPb_JPEG/movie_image.jpg?type=m203_290_2
1982,Halloween (1978),Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170879,https://movie-phinf.pstatic.net/20181002_242/1538464541134fcd6K_JPEG/movie_image.jpg?type=m203_290_2
1983,Halloween II (1981),Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53023,https://movie-phinf.pstatic.net/20111223_225/1324616302066tX3YS_JPEG/movie_image.jpg?type=m203_290_2
1984,Halloween III: Season of the Witch (1982),Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10968,https://movie-phinf.pstatic.net/20111222_118/1324558223481Hp7h6_JPEG/movie_image.jpg?type=m203_290_2
1985,Halloween 4: The Return of Michael Myers (1988),Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10969,https://movie-phinf.pstatic.net/20111221_221/1324447422962wVJMX_JPEG/movie_image.jpg?type=m203_290_2
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17664,https://movie-phinf.pstatic.net/20111221_172/1324454453760WiNV1_JPEG/movie_image.jpg?type=m203_290_2
1987,Prom Night (1980),Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17664,https://movie-phinf.pstatic.net/20111221_172/1324454453760WiNV1_JPEG/movie_image.jpg?type=m203_290_2
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18387,0
1991,Child's Play (1988),Horror|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183820,https://movie-phinf.pstatic.net/20190614_169/1560489261570iI0QY_JPEG/movie_image.jpg?type=m203_290_2
1992,Child's Play 2 (1990),Horror|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13983,https://movie-phinf.pstatic.net/20111221_9/1324464302812JUxq7_JPEG/movie_image.jpg?type=m203_290_2
1993,Child's Play 3 (1991),Comedy|Horror|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18097,https://movie-phinf.pstatic.net/20111221_13/1324457881105e8FV6_JPEG/movie_image.jpg?type=m203_290_2
1994,Poltergeist (1982),Horror|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14333,https://movie-phinf.pstatic.net/20111223_97/1324570142377GEDvG_JPEG/movie_image.jpg?type=m203_290_2
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14334,https://movie-phinf.pstatic.net/20111222_37/1324491550610BIuKi_JPEG/movie_image.jpg?type=m203_290_2
1996,Poltergeist III (1988),Horror|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14335,https://movie-phinf.pstatic.net/20111222_210/1324492651659MU4hh_JPEG/movie_image.jpg?type=m203_290_2
1997,"Exorcist, The (1973)",Horror|Mystery,0,0
1998,Exorcist II: The Heretic (1977),Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11047,https://movie-phinf.pstatic.net/20111222_201/1324559067920a6emO_JPEG/movie_image.jpg?type=m203_290_2
1999,"Exorcist III, The (1990)",Horror,0,0
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19315,0
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10027,https://movie-phinf.pstatic.net/20111222_37/13245285671373HCHA_JPEG/movie_image.jpg?type=m203_290_2
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11770,https://movie-phinf.pstatic.net/20111222_225/1324541967850IWNYE_JPEG/movie_image.jpg?type=m203_290_2
2003,Gremlins (1984),Comedy|Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11604,https://movie-phinf.pstatic.net/20111223_248/1324632549412oSqjK_JPEG/movie_image.jpg?type=m203_290_2
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11604,https://movie-phinf.pstatic.net/20111223_248/1324632549412oSqjK_JPEG/movie_image.jpg?type=m203_290_2
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,0,0
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,0,0
2007,Polish Wedding (1998),Comedy,0,0
2008,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir,https://movie.naver.com/movie/bi/mi/basic.nhn?code=30375,https://movie-phinf.pstatic.net/20140218_237/1392708278555cLzpG_JPEG/movie_image.jpg?type=m203_290_2
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39325,https://movie-phinf.pstatic.net/20111223_172/13246360002382pG1x_JPEG/movie_image.jpg?type=m203_290_2
2010,Metropolis (1927),Drama|Sci-Fi,https://movie.naver.com/movie/bi/mi/basic.nhn?code=33039,https://movie-phinf.pstatic.net/20111223_276/1324585676007q7Xgk_JPEG/movie_image.jpg?type=m203_290_2
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10004,https://movie-phinf.pstatic.net/20111216_284/1324028982380bmlWA_JPEG/movie_image.jpg?type=m203_290_2
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10004,https://movie-phinf.pstatic.net/20111216_284/1324028982380bmlWA_JPEG/movie_image.jpg?type=m203_290_2
2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,0,0
2014,Freaky Friday (1977),Children|Comedy|Fantasy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37386,https://movie-phinf.pstatic.net/20111222_206/13244930345182smGX_JPEG/movie_image.jpg?type=m203_290_2
2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,0,0
2016,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12320,https://movie-phinf.pstatic.net/20111223_185/13246119857452IbRX_JPEG/movie_image.jpg?type=m203_290_2
2017,Babes in Toyland (1961),Children|Fantasy|Musical,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12456,https://movie-phinf.pstatic.net/20111222_185/1324482157068NcMHG_JPEG/movie_image.jpg?type=m203_290_2
2018,Bambi (1942),Animation|Children|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10730,https://movie-phinf.pstatic.net/20111222_69/1324482438443EtoEk_JPEG/movie_image.jpg?type=m203_290_2
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10609,https://movie-phinf.pstatic.net/20111221_256/1324454442376OugKi_JPEG/movie_image.jpg?type=m203_290_2
2020,Dangerous Liaisons (1988),Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=88270,https://movie-phinf.pstatic.net/20120904_168/13467422449179x2Sh_JPEG/movie_image.jpg?type=m203_290_2
2021,Dune (1984),Adventure|Sci-Fi,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11822,https://movie-phinf.pstatic.net/20111222_56/1324537180024y7eIX_JPEG/movie_image.jpg?type=m203_290_2
2022,"Last Temptation of Christ, The (1988)",Drama,0,0
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,0,0
2024,"Rapture, The (1991)",Drama|Mystery,0,0
2025,Lolita (1997),Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18816,https://movie-phinf.pstatic.net/20150514_173/1431585490253t95c0_JPEG/movie_image.jpg?type=m203_290_2
2026,Disturbing Behavior (1998),Horror|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24429,https://movie-phinf.pstatic.net/20111222_19/1324497046574B0NKF_JPEG/movie_image.jpg?type=m203_290_2
2027,Jane Austen's Mafia! (1998),Comedy|Crime,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25830,https://movie-phinf.pstatic.net/20111221_8/1324453778124vVPjy_JPEG/movie_image.jpg?type=m203_290_2
2028,Saving Private Ryan (1998),Action|Drama|War,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18988,https://movie-phinf.pstatic.net/20111222_4/1324498435937yqCYm_JPEG/movie_image.jpg?type=m203_290_2
2032,"Barefoot Executive, The (1971)",Children|Comedy,0,0
2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,0,0
2034,"Black Hole, The (1979)",Children|Sci-Fi,0,0
2035,Blackbeard's Ghost (1968),Children|Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92430,https://movie-phinf.pstatic.net/20120214_296/1329221728256lU03x_JPEG/movie_image.jpg?type=m203_290_2
2036,Blank Check (1994),Children|Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=26552,https://movie-phinf.pstatic.net/20111221_35/1324465090719nvIPj_JPEG/movie_image.jpg?type=m203_290_2
2037,Candleshoe (1977),Adventure|Children|Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82333,https://movie-phinf.pstatic.net/20111223_147/1324631484315rigo5_JPEG/movie_image.jpg?type=m203_290_2
2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,0,0
2040,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,0,0
2041,Condorman (1981),Action|Adventure|Children|Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17042,https://movie-phinf.pstatic.net/20111223_253/13246120147730LES7_JPEG/movie_image.jpg?type=m203_290_2
2042,D2: The Mighty Ducks (1994),Children|Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17312,https://movie-phinf.pstatic.net/20111222_248/1324494276589JC0WP_JPEG/movie_image.jpg?type=m203_290_2
2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18169,0
2044,"Devil and Max Devlin, The (1981)",Comedy|Fantasy,0,0
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,https://movie.naver.com/movie/bi/mi/basic.nhn?code=27659,https://movie-phinf.pstatic.net/20111222_71/1324550750531FO3SG_JPEG/movie_image.jpg?type=m203_290_2
2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,0,0
2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18057,https://movie-phinf.pstatic.net/20111222_145/1324490937226hs45c_JPEG/movie_image.jpg?type=m203_290_2
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18056,https://movie-phinf.pstatic.net/20111222_250/13245610440375o85e_JPEG/movie_image.jpg?type=m203_290_2
2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=27149,https://movie-phinf.pstatic.net/20111222_120/1324503384945H6yv1_JPEG/movie_image.jpg?type=m203_290_2
2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13287,https://movie-phinf.pstatic.net/20130422_253/1366595727370Xa4Sd_JPEG/movie_image.jpg?type=m203_290_2
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10781,https://movie-phinf.pstatic.net/20111221_22/13244551544858x6nt_JPEG/movie_image.jpg?type=m203_290_2
2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western,0,0
2056,In Search of the Castaways (1962),Adventure|Children,https://movie.naver.com/movie/bi/mi/basic.nhn?code=79313,0
2057,"Incredible Journey, The (1963)",Adventure|Children,0,0
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,0,0
2059,"Parent Trap, The (1998)",Children|Comedy|Romance,0,0
2060,BASEketball (1998),Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14941,https://movie-phinf.pstatic.net/20111216_139/1324029028874qSSfB_JPEG/movie_image.jpg?type=m203_290_2
2064,Roger & Me (1989),Documentary,https://movie.naver.com/movie/bi/mi/basic.nhn?code=108011,https://movie-phinf.pstatic.net/20130418_283/1366251490275bHw51_JPEG/movie_image.jpg?type=m203_290_2
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,0,0
2066,Out of the Past (1947),Film-Noir,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19367,https://movie-phinf.pstatic.net/20111221_190/1324457060306HQoFP_JPEG/movie_image.jpg?type=m203_290_2
2067,Doctor Zhivago (1965),Drama|Romance|War,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10103,https://movie-phinf.pstatic.net/20120102_88/1325486770482iUmw7_JPEG/movie_image.jpg?type=m203_290_2
2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18704,https://movie-phinf.pstatic.net/20131203_103/1386061158346NJ2gE_JPEG/movie_image.jpg?type=m203_290_2
2069,"Trip to Bountiful, The (1985)",Drama,0,0
2070,Tender Mercies (1983),Drama|Romance|Western,https://movie.naver.com/movie/bi/mi/basic.nhn?code=15223,https://movie-phinf.pstatic.net/20111221_253/13244565985155Whcm_JPEG/movie_image.jpg?type=m203_290_2
2071,And the Band Played On (1993),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=81017,https://movie-phinf.pstatic.net/20111223_21/1324629369838BfISM_JPEG/movie_image.jpg?type=m203_290_2
2072,"burbs, The (1989)",Comedy,0,0
2073,Fandango (1985),Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14494,https://movie-phinf.pstatic.net/20111223_110/1324608246261KM61j_JPEG/movie_image.jpg?type=m203_290_2
2074,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance,0,0
2075,Mephisto (1981),Drama|War,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12714,https://movie-phinf.pstatic.net/20111221_120/1324456895771zlVQF_JPEG/movie_image.jpg?type=m203_290_2
2076,Blue Velvet (1986),Drama|Mystery|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16894,https://movie-phinf.pstatic.net/20161207_62/1481096918236GsR0K_JPEG/movie_image.jpg?type=m203_290_2
2077,"Journey of Natty Gann, The (1985)",Adventure|Children,0,0
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,0,0
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13175,https://movie-phinf.pstatic.net/20111222_118/1324482613304FuLpu_JPEG/movie_image.jpg?type=m203_290_2
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,0,0
2082,"Mighty Ducks, The (1992)",Children|Comedy,0,0
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,0,0
2084,Newsies (1992),Children|Musical,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171354,https://movie-phinf.pstatic.net/20171205_173/1512448876641R0oH2_JPEG/movie_image.jpg?type=m203_290_2
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17985,https://movie-phinf.pstatic.net/20111223_176/1324576835190vQbxV_JPEG/movie_image.jpg?type=m203_290_2
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185479,https://movie-phinf.pstatic.net/20190523_209/1558573046918kEl0n_JPEG/movie_image.jpg?type=m203_290_2
2088,Popeye (1980),Adventure|Comedy|Musical,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120506,https://movie-phinf.pstatic.net/20140107_162/1389059853778syS07_JPEG/movie_image.jpg?type=m203_290_2
2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,0,0
2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,0,0
2091,Return from Witch Mountain (1978),Children|Sci-Fi,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18684,0
