,userId,movieId
97,98,"[1, 356, 593, 608, 904, 1036, 1193, 1197, 1207, 1214, 1219, 1258, 1704, 2324, 3114, 3499, 4016, 4226, 4306, 4720, 4995, 5299, 5444, 5618, 6863, 7451, 8529, 8961, 38038, 46578, 47099, 50872, 52975, 53993, 55267, 56152, 56775, 56801, 60040, 60126, 66934, 71264, 72641, 74458, 79132, 81564, 81845, 81847, 83134, 88163, 88810, 97921, 97938, 104841, 109487, 116797, 117176, 122904, 122912, 122916, 122918, 122926, 134130, 152077, 164179, 168250, 177765, 187541, 187593]"
98,99,"[10, 22, 23, 122, 145, 150, 153, 163, 165, 168, 225, 231, 236, 252, 253, 256, 257, 266, 276, 281, 282, 292, 293, 296, 318, 333, 337, 339, 344, 349, 380, 416, 555, 588, 592]"
99,100,"[3, 11, 16, 17, 28, 62, 74, 89, 95, 104, 168, 222, 223, 234, 237, 261, 266, 296, 356, 357, 368, 377, 380, 441, 497, 508, 537, 539, 553, 555, 587, 590, 592, 597, 605, 648, 838, 899, 900, 914, 916, 919, 920, 923, 932, 933, 934, 1028, 1035, 1059, 1091, 1101, 1197, 1203, 1213, 1225, 1246, 1257, 1265, 1270, 1277, 1278, 1290, 1299, 1307, 1380, 1393, 1407, 1441, 1500, 1517, 1580, 1639, 1678, 1680, 1777, 1784, 1912, 1923, 1958, 1961, 1968, 2005, 2028, 2100, 2108, 2125, 2245, 2248, 2262, 2291, 2329, 2396, 2406, 2423, 2468, 2496, 2502, 2539, 2671, 2683, 2706, 2716, 2804, 3098, 3244, 3259, 3261, 3274, 3512, 3536, 3717, 3753, 3911, 4041, 4161, 4246, 4308, 4621, 4623, 4643, 4995, 5299, 5380, 5620, 5810, 5989, 6059, 6183, 6377, 6785, 6873, 7149, 8529, 8636]"
100,101,"[223, 233, 1093, 1127, 1210, 1719, 2318, 2395, 2396, 2560, 2580, 2599, 2600, 2692, 2700, 2702, 2706, 2707, 2712, 2716, 2762, 2858, 2908, 2959, 2997, 3081, 3159, 3160, 3174, 3175, 3203, 3219, 3285, 3298, 3578, 3717, 3751, 3783, 3793]"
101,102,"[3, 47, 223, 288, 296, 318, 344, 349, 356, 364, 454, 457, 474, 500, 553, 586, 588, 589, 590, 593]"
102,103,"[1, 2, 5, 16, 18, 19, 34, 36, 48, 50, 60, 70, 101, 104, 107, 110, 111, 150, 158, 216, 260, 277, 296, 317, 318, 337, 344, 356, 367, 374, 410, 480, 492, 524, 527, 539, 551, 555, 586, 590, 593, 596, 608, 616, 661, 750, 785, 837, 858, 912, 920, 923, 924, 953, 969, 1012, 1025, 1028, 1029, 1032, 1033, 1035, 1059, 1064, 1073, 1084, 1089, 1093, 1179, 1193, 1196, 1197, 1198, 1201, 1206, 1208, 1210, 1213, 1221, 1222, 1228, 1230, 1244, 1245, 1247, 1252, 1258, 1271, 1278, 1282, 1288, 1291, 1293, 1296, 1348, 1358, 1367, 1387, 1394, 1466, 1566, 1588, 1610, 1682, 1688, 1693, 1702, 1704, 1729, 1732, 1884, 1921, 1945, 1954, 1961, 1968, 1994, 2006, 2018, 2028, 2054, 2059, 2078, 2080, 2087, 2088, 2096, 2124, 2144, 2161, 2174, 2194, 2231, 2291, 2294, 2329, 2335, 2384, 2396, 2409, 2410, 2411, 2421, 2423, 2501, 2529, 2571, 2628, 2706, 2710, 2712, 2716, 2720, 2791, 2797, 2804, 2918, 2951, 2953, 2959, 2997, 3034, 3081, 3087, 3160, 3174, 3176, 3450, 3468, 3481, 3535, 3552, 3668, 3671, 3681, 3735, 3751, 3949, 3988, 4002, 4011, 4016, 4019, 4027, 4148, 4226, 4254, 4262, 4306, 4489, 4677, 4734, 4816, 4848, 4873, 4881, 4886, 4973, 4993, 5010, 5014, 5103, 5218, 5388, 5444, 5618, 5673, 5810, 5952, 5956, 6016, 6373, 6377, 6440, 6539, 6565, 6711, 6870, 6873, 6874, 6936, 6957, 7153, 7361, 7367, 7438, 8376, 8641, 8807, 8950, 8961, 8970, 8972, 27706, 30793, 31658, 33794, 34437, 35836, 37729, 37733, 40815, 40819, 41566, 41569, 45517, 45722, 46723, 48516, 48780, 50872, 50912, 53125, 55247, 55820, 56367, 56757, 56782, 57522, 58559, 58803, 58972, 59022, 60040, 60069, 60756, 61323, 62553, 62999, 64614, 65088, 68157, 68954, 69122, 69140, 70728, 72226, 72641, 73017, 77206, 79091, 79132, 79134, 80463, 80572, 80586, 81156, 81819, 81932, 84944, 86014, 86298, 86815, 86882, 87194, 88744, 88810, 89470, 89492, 89774, 90522, 90866, 90890, 91126, 91500, 91529, 91542, 91653, 91976, 96079, 96728, 99114, 99764, 105844, 106766, 109374, 109487, 111781, 112556, 116799, 117529, 122882, 134853, 134881, 139642, 140715, 148626]"
103,104,"[31, 39, 105, 293, 342, 356, 357, 364, 380, 466, 468, 471, 527, 539, 588, 594, 595, 597, 608, 745, 780, 838, 901, 914, 918, 934, 936, 1022, 1136, 1148, 1220, 1223, 1246, 1247, 1265, 1288, 1380, 1566, 1569, 1641, 1680, 1772, 1777, 1947, 2078, 2080, 2081, 2325, 2355, 2424, 2572, 2581, 2671, 2690, 2692, 2724, 2746, 2987, 3033, 3034, 3060, 3175, 3253, 3408, 3489, 3671, 3675, 3751, 3844, 4016, 4018, 4039, 4069, 4226, 4246, 4291, 4306, 4308, 4447, 4476, 4663, 4700, 4740, 4741, 4886, 4896, 4963, 4973, 5013, 5218, 5299, 5349, 5380, 5500, 5541, 5618, 5816, 5952, 5957, 5991, 6060, 6218, 6238, 6367, 6377, 6535, 6579, 6593, 6773, 6873, 6942, 7034, 7050, 7155, 7297, 7346, 7380, 8360, 8368, 8533, 8636, 8796, 8865, 8866, 8961, 8972, 25937, 30793, 33004, 37729, 38038, 40815, 41566, 41573, 45175, 46578, 47629, 47997, 48780, 49286, 50872, 52287, 52975, 53121, 54001, 54259, 54780, 55052, 56171, 56367, 56949, 59501, 60397, 68954, 72737, 73017, 76093, 76251, 80549, 80584, 81834, 81845, 81847, 89753, 89904, 91500, 93805, 94150, 94833, 108190, 114180]"
104,105,"[6, 16, 32, 47, 50, 110, 111, 213, 215, 260, 293, 296, 306, 307, 308, 318, 356, 431, 527, 541, 589, 593, 608, 665, 714, 750, 778, 858, 903, 904, 905, 909, 912, 914, 915, 922, 923, 924, 926, 935, 1089, 1111, 1172, 1178, 1193, 1198, 1199, 1201, 1203, 1206, 1207, 1208, 1211, 1213, 1214, 1219, 1221, 1222, 1225, 1227, 1230, 1233, 1234, 1235, 1244, 1247, 1258, 1259, 1260, 1263, 1265, 1266, 1272, 1274, 1281, 1289, 1293, 1354, 1407, 1446, 1466, 1617, 1704, 1809, 2019, 2028, 2076, 2131, 2324, 2329, 2351, 2360, 2495, 2542, 2571, 2700, 2712, 2731, 2762, 2843, 2858, 2925, 2931, 2959, 2966, 3052, 3081, 3089, 3147, 3198, 3275, 3285, 3301, 3306, 3307, 3310, 3409, 3415, 3462, 3535, 3578, 3592, 3617, 3623, 3629, 3632, 3677, 3681, 3687, 3717, 3735, 3742, 3751, 3752, 3753, 3785, 3793, 3910, 3916, 3948, 3949, 3967, 3969, 3977, 3980, 3988, 3996, 4011, 4015, 4018, 4022, 4223, 4226, 4262, 4270, 4306, 4308, 4310, 4325, 4343, 4367, 4369, 4388, 4718, 4720, 4728, 4734, 4776, 4788, 4823, 4865, 4874, 4878, 4886, 4890, 4896, 4963, 4973, 4993, 4995, 5010, 5014, 5026, 5120, 5152, 5218, 5219, 5291, 5349, 5373, 5378, 5418, 5445, 5459, 5464, 5481, 5507, 5617, 5618, 5679, 5690, 5782, 5785, 5791, 5810, 5816, 5872, 5878, 5888, 5889, 5903, 5912, 5952, 5956, 5971, 5989, 5995, 6016, 6187, 6214, 6281, 6301, 6333, 6350, 6365, 6373, 6377, 6433, 6502, 6503, 6537, 6539, 6586, 6618, 6643, 6708, 6711, 6777, 6863, 6870, 6874, 6888, 6934, 6942, 6985, 7022, 7063, 7090, 7099, 7143, 7153, 7158, 7173, 7254, 7317, 7318, 7327, 7347, 7361, 7371, 7396, 7438, 7445, 7458, 7587, 8014, 8025, 8033, 8197, 8360, 8368, 8464, 8511, 8529, 8533, 8636, 8638, 8644, 8656, 8665, 8873, 8874, 8950, 8957, 8958, 8961, 8970, 8981, 8984, 9010, 26082, 26150, 26183, 26184, 26236, 26237, 26340, 26347, 26471, 26578, 26587, 26662, 26849, 26903, 27134, 27741, 27773, 27803, 27815, 27834, 30707, 30749, 30793, 30803, 30812, 30825, 31658, 31685, 31696, 32460, 32587, 32657, 32892, 32898, 33124, 33162, 33493, 33615, 33660, 33794, 34048, 34072, 34319, 36363, 36529, 37729, 37731, 38159, 39183, 40629, 41566, 41571, 42191, 44022, 44191, 44555, 44665, 45447, 45499, 45517, 45720, 45722, 47099, 47610, 48304, 48385, 48394, 48516, 48780, 48872, 49272, 49278, 49530, 50794, 50872, 51255, 51540, 51662, 52281, 53000, 53121, 53125, 53322, 53519, 53953, 54001, 54272, 54995, 54997, 55247, 55721, 55765, 55820, 56060, 56145, 56174, 56367, 56757, 56782, 57183, 57504, 57669, 58025, 58425, 58559, 58803, 59315, 59369, 59387, 59784, 60069, 60684, 60904, 60950, 61236, 62849, 63062, 63082, 63113, 63515, 63859, 64614, 64716, 64839, 64957, 64969, 64993, 65514, 66371, 67255, 67923, 68157, 68237, 68554, 68954, 69122, 69134, 69529, 69644, 69757, 69844, 70286, 71033, 71535, 71899, 72011, 72104, 72356, 72641, 72998, 73017, 73881, 74324, 74458, 74727, 74789, 75341, 76093, 77455, 77561, 78499, 79091, 79132, 79333, 79357, 79702, 80124, 80463, 81562, 81591, 81845, 81847, 81932, 83803, 84152, 84156, 84844, 84954, 85316, 85414, 85736, 85774, 86066, 86320, 86345, 86347, 86504, 86628, 88125, 88129, 88235, 88345, 88810, 89492, 89745, 89774, 89864, 90405, 91261, 91500, 91529, 91542, 91658, 92259, 92535, 93790, 94677, 94959, 95175, 95311, 95313, 95377, 95654, 95858, 96020, 96373, 96488, 96606, 96610, 96821, 96829, 97304, 97752, 97921, 98491, 98604, 98809, 99114, 99145, 100553, 100714, 101088, 101962, 102407, 102602, 102666, 103235, 104069, 104374, 104780, 104841, 104879, 104913, 105593, 105844, 106100, 106487, 106696, 106782, 106918, 106920, 107141, 107159, 107408, 107410, 107412, 108540, 108727, 108932, 108981, 109374, 109487, 109633, 110586, 111360, 111622, 111759, 112006, 112183, 112290, 112421, 112552, 112556, 112852, 115569, 115617, 115877, 116411, 116797, 116897, 117176, 117851, 118166, 118696, 118888, 118896, 118985, 119141, 119145, 120138, 120466, 120478, 120625, 122882, 122904, 126090, 126426, 126430, 127052, 127098, 129514, 130970, 130976, 130978, 131237, 133712, 133716, 134041, 134095, 134109, 134170, 134184, 134252, 134326, 134849, 134853, 136445, 136447, 138036, 138835, 140038, 140265, 141810, 141816, 141818, 141820, 141830, 141836, 141844, 142020, 143511, 145994, 146028, 147196, 147250, 147282, 147286, 147300, 147326, 147328, 147330, 150548, 151769, 152081, 152591, 159811, 159817, 163072, 163112, 163134, 163386, 163645, 163925, 165959, 166183, 170411, 170597, 170705, 170777, 171011, 171749, 172577, 172583, 172585, 172587, 172589, 172637, 172793, 172825, 172909, 173351, 173355, 173535, 173619, 173963, 174551, 175293, 175387, 175397, 175401, 175431, 175435, 178613, 179133]"
105,106,"[318, 2571, 2617, 4896, 4993, 5218, 5349, 5952, 6539, 7153, 8368, 40815, 41566, 45722, 47099, 53125, 59315, 59501, 59784, 69844, 72998, 73017, 81834, 86332, 86880, 88125, 97938, 99636, 106489, 112852]"
106,107,"[1, 2, 5, 11, 62, 105, 110, 111, 140, 141, 150, 160, 161, 185, 253, 266, 292, 317, 318, 349, 380, 432, 590]"
107,108,"[25, 82, 156, 469, 480, 508, 509, 541, 800, 838, 1079, 1097, 1204, 1270, 1684, 1721, 1959, 1968, 2395, 2571, 2585, 3795, 3978, 4027, 4144, 4246, 4308, 4372, 4878, 4973, 4975, 4976, 4992, 4995, 5011, 5034, 5135, 5218, 5303, 5316, 5349, 5380, 5391, 5445, 5450, 5673, 5812, 5881, 5945, 5989, 6049]"
108,109,"[11, 14, 16, 25, 32, 36, 50, 62, 110, 151, 175, 249, 288, 296, 318, 346, 356, 357, 457, 507, 553, 555, 592, 593, 778, 802, 805]"
109,110,"[47, 110, 111, 232, 296, 527, 541, 608, 778, 909, 910, 1089, 1193, 1198, 1208, 1222, 1276, 1279, 1281, 2028, 2571, 2692, 2788, 2858, 2959, 3462, 3629, 3949, 4011, 4881, 4973, 6016, 7096, 7160, 8014, 26171, 27773, 40870, 46578, 47629]"
110,111,"[5, 16, 39, 48, 65, 104, 145, 203, 318, 356, 364, 410, 500, 551, 588, 597, 719, 837, 1020, 1028, 1032, 1197, 1282, 1485, 1517, 1566, 1569, 1588, 1682, 1702, 1704, 1721, 1777, 1856, 1895, 1907, 1911, 2078, 2124, 2125, 2167, 2174, 2329, 2335, 2355, 2447, 2485, 2541, 2572, 2581, 2617, 2701, 2718, 2858, 2918, 2959, 2987, 3052, 3174, 3175, 3177, 3186, 3247, 3253, 3254, 3255, 3275, 3301, 3408, 3489, 3535, 3882, 3897, 3977, 3980, 3988, 4015, 4018, 4025, 4068, 4226, 4246, 4270, 4299, 4367, 4447, 4545, 4649, 4878, 4896, 4900, 4963, 4989, 4995, 5110, 5218, 5283, 5481, 5501, 5524, 5564, 5785, 5810, 5816, 5874, 5989, 6003, 6155, 6187, 6188, 6287, 6297, 6377, 6503, 6548, 6564, 6874, 6936, 6944, 7225, 7285, 7293, 7346, 7361, 7373, 7451, 8368, 8528, 8531, 8641, 8807, 8917, 8972, 8984, 31433, 31685, 33615, 33646, 33679, 34162, 35836, 36401, 37384, 40581, 40815, 40819, 41573, 44004, 45447, 45501, 45720, 46970, 46972, 47122, 47518, 47610, 47640, 48322, 48516, 48520, 48780, 49286, 49396, 51662, 52245, 52973, 53125, 53322, 53460, 54001, 54004, 54190, 54503, 54732, 55245, 55276, 56757, 56775, 57951, 58156, 58559, 58998, 59143, 59258, 59333, 60069, 60072, 60756, 61024, 61132, 61250, 61255, 62434, 62439, 63131, 63479, 64032, 64839, 65088, 65216, 65585, 67087, 68157, 68554, 68954, 69122, 69406, 69436, 69844, 70565, 70641, 71535, 71668, 72167, 73017, 74154, 74458, 74532, 74946, 76077, 76251, 78209, 79091, 79132, 79134, 79702, 80139, 80463, 81156, 81229, 81537, 81591, 81834, 83349, 85022, 85367, 85780, 86293, 86833, 86911, 87485, 87529, 87867, 87869, 88125, 88785, 91323, 91529, 91542, 91658, 93326, 93443, 93510, 94478, 94953, 95720, 96432, 96588, 96616, 97836, 97913, 98083, 99114, 100194, 100390, 100507, 101142, 102123, 102407, 102481, 102686, 102720, 102903, 103335, 103372, 103810, 104211, 104218, 104925, 106782, 106916, 106918, 108156, 110669, 110771, 111113, 111617, 112138, 112556, 112852, 113453, 115149, 117590, 117851, 118888, 118930, 119141, 119145, 119153, 119155, 121372, 121374, 121715, 122882, 122896, 122904, 122918, 123200, 126548, 127116, 127152, 127390, 128097, 128099, 128520, 128914, 130520, 131013, 131826, 133419, 134368, 135137, 135536, 135887, 136471, 136598, 140110, 140715, 142422, 144606, 148626, 148956, 149352, 149354, 150548, 151739, 155509, 155812, 157296, 157699, 159093, 159161, 159441, 160080, 160271, 160289, 160567, 161024, 161131, 161580, 162344, 162478, 162602, 165103, 165483, 165671, 165843, 165947, 166461, 166492, 167018, 167036, 167634, 167746, 168144, 168248, 168326, 168418, 168632, 168846, 170357, 170399, 170813, 170817, 171251, 171867, 171891, 172547, 174045, 174815, 176101, 176329, 178323, 179211, 179427, 179953, 180265, 181065, 183197, 183227, 183959, 184015, 184257]"
111,112,"[6, 16, 19, 32, 47, 50, 62, 104, 110, 141, 150, 253, 260, 288, 292, 356, 454, 480, 508, 551, 593, 778, 780, 1196, 1198, 1210, 1270, 1356, 1393, 1917, 2028, 2571, 3147, 3717, 4993, 5952, 7153, 58559, 68157, 68954, 70286, 72998, 79132, 91529, 99114, 109487, 115617]"
112,113,"[111, 222, 260, 265, 293, 351, 356, 357, 509, 593, 597, 838, 858, 902, 903, 904, 909, 912, 915, 916, 932, 933, 943, 969, 1013, 1014, 1073, 1086, 1094, 1129, 1183, 1193, 1230, 1235, 1244, 1247, 1276, 1282, 1286, 1339, 1357, 1564, 1569, 1600, 1617, 1683, 1721, 1733, 1777, 1897, 1912, 1944, 1955, 1997, 2067, 2076, 2080, 2108, 2132, 2135, 2184, 2331, 2475, 2583, 2749, 2764, 2858, 2969, 3099, 3168, 3251, 3296, 3359, 3451, 3468, 3476, 3498, 3504, 3537, 3546, 3551, 3668, 3675, 3706, 3735, 3831, 4007, 4041, 4062, 4063, 4083, 4126]"
113,114,"[260, 1136, 1210, 2291, 3147, 4896, 5349, 5816, 8368, 8636, 8961, 40815, 52722, 54001, 60069, 79702, 106782, 122904, 127198, 141718, 152081, 167732]"
114,115,"[21, 32, 196, 260, 296, 364, 368, 370, 457, 480, 487, 553, 588, 589, 592, 593, 595, 919, 1196, 1198, 1200, 1208, 1222, 1240, 1266, 1304, 1379, 1387, 1407, 1566, 1580, 1610, 1617, 1645, 1682, 1717, 1721, 1907, 1923, 2028, 2148, 2273, 2321, 2325, 2423, 2617, 2688, 2700, 2723, 2792, 2804, 2841, 2867, 2921, 2947, 2987, 3037, 3114, 3146, 3175, 3264, 3273, 3301, 3499, 3508, 3555, 3578, 3624, 3671, 3752, 3753, 3785, 3793]"
115,116,"[3, 47, 160, 161, 165, 339, 350, 356, 367, 377, 480, 539, 541, 586, 589, 590, 597, 736, 1035, 1036, 1088, 1101, 1193, 1198, 1270, 1276, 1291, 1293, 1339, 1380, 1387, 1407, 1544, 1569, 1597, 1704, 1721, 1961, 2000, 2006, 2080, 2115, 2406, 2605, 2716, 2724, 3578, 4963, 5349, 5995, 6539, 8360, 30749, 62383]"
116,117,"[7, 11, 21, 26, 41, 47, 50, 62, 73, 110, 141, 150, 224, 249, 252, 253, 266, 272, 277, 292, 296, 300, 318, 356, 362, 364, 368, 380, 440, 457, 480, 491, 497, 500, 515, 527, 539, 551, 552, 553, 586, 587, 588, 589, 590, 593, 594, 595, 596, 616, 719, 745, 783, 799, 805, 1022, 1028, 1035, 1079]"
117,118,"[296, 527, 590, 608, 858, 1104, 1196, 1213, 1221, 1343, 1625, 1810, 1961, 2028, 2278, 2918]"
118,119,"[1, 10, 170, 293, 296, 315, 318, 356, 364, 434, 442, 1092, 1270, 1580, 1732, 2167, 2324, 2329, 2571, 2683, 3081, 3147, 3275, 3452, 3578, 3793, 4015, 4148, 4161, 4239, 4299, 4306, 4344, 4367, 4369, 4370, 4387, 4446, 4643, 4718, 4776, 4886, 4963, 4993, 4995, 5010, 5064, 5218, 5418, 5574, 5952, 5989, 5995, 6365, 6377, 6378, 6539, 6934, 7153, 7454, 7458, 8464, 8622, 8644, 8961, 30707, 31410, 31685, 32587, 33615, 33660, 33794, 35836, 40278, 44022, 44191, 45517, 46337, 46723, 47099, 48516, 48774, 49272, 50872, 51077, 51662, 52722, 54272, 54286, 55247, 56174, 58559, 59369, 59784, 60069, 60074, 61323, 63082, 63113, 64614, 64839, 66511, 67255, 68157, 68319, 68954, 69122, 70286, 72998, 73017, 73321, 74458, 76093, 78469, 78499, 79091, 79132, 80463, 81229, 81845, 82459, 84392, 85020, 86882, 86911, 87232, 87869, 88163, 88744, 89087, 91529, 91542, 91658, 92259, 95105, 95441, 96079, 96861, 99112, 99114, 101142, 102481, 102903, 103141, 103335, 103984, 104841, 104913, 105504, 105844, 106491, 106782, 106918, 106920, 108689, 108932, 109374, 109846, 110718, 110730, 111781, 112552, 112868, 114184, 114662, 114795, 115149, 115617, 115713, 116797, 116823, 117176, 117533, 117887, 119145, 120635, 122882, 122904, 127184, 128620, 129354, 130520, 130578, 131023, 131714, 132157, 134853, 135532, 135887, 136562, 136598, 136666, 138036, 138210, 139385, 139642, 141004, 142488, 148626, 157699, 162350, 165551, 166461, 168252]"
119,120,"[5, 260, 608, 733, 802, 858, 1210, 1367]"
120,121,"[1, 6, 11, 16, 25, 39, 62, 110, 141, 163, 237, 288, 296, 318, 337, 356, 440, 539, 555, 590, 780]"
121,122,"[2, 19, 32, 47, 50, 70, 104, 111, 165, 231, 253, 260, 288, 292, 296, 318, 356, 442, 480, 520, 551, 555, 589, 592, 593, 608, 714, 778, 780, 784, 858, 923, 1073, 1080, 1089, 1090, 1136, 1196, 1197, 1199, 1200, 1208, 1210, 1213, 1214, 1219, 1220, 1222, 1237, 1247, 1263, 1265, 1270, 1275, 1276, 1345, 1377, 1391, 1394, 1673, 1676, 1682, 1729, 1732, 1748, 1921, 1923, 1961, 1968, 2003, 2011, 2012, 2076, 2160, 2232, 2291, 2355, 2455, 2502, 2542, 2571, 2692, 2710, 2761, 2762, 2804, 2916, 2918, 2959, 2987, 2997, 3020, 3089, 3114, 3160, 3175, 3253, 3275, 3409, 3462, 3481, 3499, 3535, 3671, 3702, 3793, 3863, 3911, 3949, 3968, 4011, 4016, 4027, 4148, 4239, 4262, 4343, 4641, 4643, 4776, 4816, 4873, 4874, 4886, 4963, 4975, 4979, 5110, 5171, 5219, 5630, 5669, 5673, 5810, 5989, 6188, 6333, 6377, 6502, 6807, 6936, 6957, 7022, 7373, 7387, 7438, 7451, 8464, 8641, 8644, 8807, 8874, 8917, 27660, 27706, 27773, 27831, 27904, 30810, 31658, 33004, 33679, 34437, 39183, 41997, 46530, 46578, 46970, 47997, 48043, 48385, 48516, 48774, 48780, 49272, 51255, 51540, 52281, 52319, 53000, 53519, 53953, 54503, 54995, 55247, 55269, 55765, 55820, 56174, 56782, 57528, 58559, 58998, 59387, 60069, 60074, 60684, 61240, 61323, 63113, 63131, 64957, 66097, 67087, 68237, 68954, 69122, 69481, 69784, 70599, 71535, 72226, 72998, 74458, 76251, 77561, 77866, 78209, 79132, 79592, 79702, 80463, 81229, 81537, 81591, 86190, 86298, 86345, 86347, 86377, 86833, 87232, 87306, 87869, 89470, 91529, 91535, 91658, 92535, 93510, 93840, 94677, 94864, 94959, 95088, 96079, 96728, 96737, 97306, 99007, 99114, 101142, 101864, 103042, 103141, 103228, 103253, 103341, 103772, 104841, 106782, 106920, 107406, 108932, 109487, 112515, 112852, 114662, 115122, 115569, 115617, 116799, 117529, 119145, 120466, 121231, 122882, 122886, 122900, 128360, 134130, 134170, 134368, 139385, 144976, 148652, 152077, 152081]"
122,123,"[47, 260, 293, 296, 318, 593, 1196, 2329, 2571, 2858, 2959, 4226, 4776, 4886, 4993, 5952, 6016, 7153, 44199, 48780, 51540, 54286, 55765, 58803, 59315, 60684, 64969, 68157, 68554, 69306, 76093, 79132, 80463, 81782, 84152, 85414, 87232, 89745, 91500, 91542, 96829, 97923, 99114, 104879, 104913, 106920, 109487, 111759, 112171, 112552, 112556, 112852, 115569, 115617, 116797, 143458]"
123,124,"[1, 50, 110, 175, 260, 296, 318, 344, 356, 480, 520, 593, 608, 1092, 1196, 1210, 1223, 1358, 1405, 1517, 1617, 1784, 1884, 1961, 2161, 2329, 2683, 2712, 2858, 3147, 3252, 3263, 3328, 3556, 3949, 4226, 4995, 5608, 6188, 6377, 7361, 8641, 50872]"
124,125,"[2, 110, 208, 223, 288, 296, 318, 337, 356, 501, 555, 589, 593, 858, 1034, 1084, 1120, 1193, 1206, 1210, 1215, 1221, 1240, 1261, 1265, 1270, 1285, 1580, 1625, 1726, 1732, 1844, 2318, 2321, 2387, 2571, 2596, 2600, 2692, 2843, 2858, 2918, 2959, 3052, 3083, 3147, 3342, 4022, 4082, 4226, 4643, 4738, 4848, 4878, 4979, 4995, 5088, 5218, 5617, 5903, 5956, 6016, 6502, 6539, 6874, 6902, 7008, 7022, 7254, 7265, 7361, 7371, 7438, 8254, 8360, 8376, 8957, 9010, 26680, 27022, 27482, 27773, 27788, 32460, 33201, 33794, 35836, 42632, 44191, 44195, 44974, 45440, 45722, 47491, 47997, 48385, 48516, 48774, 50842, 52973, 53125, 54190, 54503, 55247, 55278, 55908, 58301, 58559, 59315, 59784, 60069, 60072, 60684, 60756, 60950, 62336, 62434, 62439, 63276, 65130, 65514, 65642, 67695, 68237, 68358, 68954, 70286, 71057, 71264, 71304, 71429, 71520, 72011, 72226, 72998, 75985, 76077, 76093, 76251, 78349, 79132, 79357, 79553, 79592, 79702, 80549, 81562, 84152, 84952, 84954, 86721, 87869, 88129, 88163, 88744, 91470, 91542, 91690, 91947, 92259, 92420, 92694, 93510, 93840, 93855, 94677, 94931, 94959, 95088, 95167, 95441, 95690, 95761, 96588, 96829, 97752, 97913, 97938, 98607, 99007, 99114, 99117, 99437, 99813, 100083, 100882, 101112, 103341, 104374, 105213, 106782, 106918, 106920, 107630, 108727, 109487, 110330, 110882, 111113, 111743, 111759, 112183, 112552, 112623, 113741, 114935, 115617, 115680, 116897, 117466, 119141, 119145, 122882, 122890, 122904, 122918, 122922, 127096, 127198, 127202, 128360, 128620, 131920, 133217, 133771, 134130, 134170, 134393, 135143, 135436, 137857, 138036, 139855, 140928, 141408, 141544, 142222, 142422, 142456, 142509, 143355, 148626, 149144, 149146, 149830, 151455, 151695, 152077, 152081, 152083, 152091, 152284, 152970, 155509, 156371, 156387, 158238, 158783, 158872, 158966, 158972, 159415, 159717, 160080, 160271, 160563, 160567, 161131, 161580, 161582, 161966, 162082, 162350, 162478, 163134, 163645, 164179, 164909, 166461, 166635, 167746, 167790, 168250, 168252, 168266, 171763, 174053, 176371]"
125,126,"[47, 110, 150, 153, 165, 318, 329, 349, 356, 364, 367, 377, 380, 454, 457, 500, 590, 595]"
126,127,"[910, 913, 1276, 1747, 1947, 2763, 3039, 3671, 5060, 36517, 55276]"
127,128,"[110, 260, 593, 608, 898, 904, 905, 908, 911, 912, 923, 926, 935, 940, 942, 943, 945, 965, 1066, 1080, 1136, 1196, 1198, 1228, 1284, 1291, 1356, 1407, 1721]"
128,129,"[47, 110, 160, 185, 208, 239, 253, 260, 292, 316, 480, 485, 541, 588, 597, 648, 653, 733, 736, 780, 1073, 1101, 1136, 1196, 1197, 1210, 1222, 1380, 1517, 1527, 1544, 1573, 1625, 1676, 1690, 1721, 1907, 1968, 2021, 2028, 2105, 2138, 2139, 2167, 2174, 2396, 2571, 2628, 2692, 2706, 2791, 2858, 2890, 2916, 2959, 2987, 3000, 3034, 3421, 3556, 3578, 3623, 3698, 3745, 3793, 3948, 3977, 3996, 4090, 4306, 4308, 4310, 4446, 4447, 4886, 4896, 4963, 4993, 5010, 5159, 5378, 5418, 5445, 5502, 5618, 5816, 5952, 6093, 6218, 6333, 6365, 6378, 6502, 6537, 6539, 6711, 6863, 6874, 6934, 7099, 7143, 7153, 7438, 7458, 8132, 8368, 8644, 8665, 8874, 27660, 30793, 31184, 31658, 32587, 33004, 33166, 33493, 33679, 33794, 34048, 35836, 37830, 39183, 40815, 40819, 41566, 44191, 45186, 45499, 45722]"
129,130,"[110, 150, 153, 161, 165, 225, 231, 253, 292, 296, 318, 339, 344, 410]"
130,131,"[47, 50, 111, 293, 296, 318, 541, 593, 608, 778, 858, 908, 969, 1061, 1089, 1104, 1193, 1200, 1213, 1214, 1221, 1228, 1233, 1276, 1288, 1617, 2329, 2858, 2871, 3363, 4011, 4226, 4993, 5782, 5952, 6016, 6947, 7153, 7361, 27611, 48516, 48780, 58559, 62336, 64614, 79132, 89745, 91529]"
